Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,"Still got 50% meh? Sorry my company is essential industry so we already 100% since last year July, so I dunno what is happening elsewhere.",19/2/21,23,Circuit Breaker,25,1,-11.59703505,5,0,3,16.87838266,2,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,Companies take it that it is mandatory for 50% to work in office. Moi kena forced to come back even tho I don't need to.,19/2/21,23,Circuit Breaker,25,1,-10.71812573,7,0,1,26.8352074,3,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,"Mine still is, split into team A & B, one week A come, one week B come. But then our work sometimes require us to go back so there's almost always more than 50% anyway.",19/2/21,32,Circuit Breaker,34,2,-10.74170266,4,2,2,9.872615507,1,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,sugaricing83 wrote: My boss ti ti work from home Your boss piaking his wife at home. Thus he is working hard Sent from Samsung SM-N960F using GAGT,19/2/21,26,Circuit Breaker,27,2,-13.97228815,5,0,2,8.573337469,1,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,Can WFH yet still need go back office on useless team A Team B roster? Lmao sinkies logic really hopeless.,19/2/21,20,Circuit Breaker,20,1,-13.69428741,4,2,0,13.0804743,2,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,"wwenze wrote: Still got 50% meh? Sorry my company is essential industry so we already 100% since last year July, so I dunno what is happening elsewhere. Essential or not , still have to follow social distance rules. Sent from An Alternative Viewpoint On Life using GAGT",19/2/21,44,Circuit Breaker,46,2,-12.33313699,9,3,3,6.793444478,1,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,Icecreampop wrote: My boss today WFH hee hee the hee hee doesnt sound simple....,19/2/21,14,Circuit Breaker,14,1,-17.3487714,2,0,1,10.63765204,2,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,"Your company have to submit names to MTI on the people onsite at least 1 day before. If spot check and namelist not tally, then good luck to your company",19/2/21,29,Circuit Breaker,30,2,-11.26101377,3,2,1,9.750975975,1,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,"My side ish c suite and amdk directors all stay home, the rest continue to come orpice. HR auntie will do ballot and some lucky sinkie/ceca/tiong can stay home too",19/2/21,32,Circuit Breaker,32,2,-13.71657978,4,2,0,8.132438565,1,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,Icecreampop wrote: My boss today WFH hee hee at mistress home is it??????????,19/2/21,13,Circuit Breaker,13,1,-14.88235638,2,0,1,12.85031119,2,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,"Ubi-Warrior wrote: Essential or not , still have to follow social distance rules. Sent from An Alternative Viewpoint On Life using GAGT 1m spacing as long as other measures added e.g. barrier. Checked and signed off by MOH.",19/2/21,36,Circuit Breaker,38,2,-13.11378587,7,3,0,10.29180833,2,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,Come back office since q42020 everyday,19/2/21,5,Circuit Breaker,6,0,-13.53931213,0,0,0,36.84829056,4,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,Can WFH but toxic sinkies boss ask you all go back office with only 1 metre distancing while he safely in his enclosed office room. Lmao sinkies sheeps always at losing end.,19/2/21,31,Circuit Breaker,32,2,-13.44391116,5,2,1,11.29106075,2,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,Sme dun have such privileged,19/2/21,5,Circuit Breaker,5,0,-14.60002149,2,0,0,56.27175551,4,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,MOM routine check. Can WFH got to WFH.,19/2/21,8,Circuit Breaker,8,0,-14.23424638,2,0,0,31.28821344,3,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,"Dudick wrote: Your company have to submit names to MTI on the people onsite at least 1 day before. If spot check and namelist not tally, then good luck to your company Hard truths Sent from An Alternative Viewpoint On Life using GAGT",19/2/21,42,Circuit Breaker,43,2,-12.79793763,5,2,2,5.0893791,1,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,matey1982 wrote: at mistress home is it?????????? My boss Ah Chua quit already sometime ago. Now my new boss is Rajah.,19/2/21,21,Circuit Breaker,21,1,-12.80442587,3,0,1,12.85031119,2,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,geekboy wrote: What is wfh? Work from home.,19/2/21,8,Circuit Breaker,8,0,-12.51552792,2,0,0,54.41454428,4,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,Icecreampop wrote: Work from home. Can eat one?,19/2/21,8,Circuit Breaker,8,0,-12.03463763,2,0,0,35.61784603,4,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,My company 100% back to office liao. Sent from Home using GAGT,19/2/21,11,Circuit Breaker,12,1,-12.75448094,1,0,0,16.57913272,2,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,"Dudick wrote: Your company have to submit names to MTI on the people onsite at least 1 day before. If spot check and namelist not tally, then good luck to your company Not anymore. As long as doesn't exceed 50%, is ok already.",19/2/21,40,Circuit Breaker,43,2,-11.67725452,6,2,2,8.665609185,1,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,my company enforce 100% WFH. they make it very difficult for you to come back office need fill up multiple forms and clearance from a lot of ppl before you can even come back,19/2/21,33,Circuit Breaker,34,2,-10.61186175,4,1,1,12.05424284,2,0,1
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,invigo79 wrote: My company 100% back to office liao. Sent from Home using GAGT comprain to MOM!,19/2/21,16,Circuit Breaker,17,1,-14.1050419,3,0,1,11.84118489,2,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,Johnpierpontmorgan wrote: Come back office since q42020 everyday Just say NO!,19/2/21,10,Circuit Breaker,11,1,-14.38713802,2,0,0,26.8352074,3,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,"i see some email tt my side are looking at increasing from the current once-a-week bck in office to twice a week as if increase 1-day will boost the work libido liddat haiyo, wayang!",21/2/21,33,Circuit Breaker,34,2,-13.13998824,7,2,1,8.150067483,1,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,"mine have. but 1 floor full, another floor empty defeat the purpose of WFH.",21/2/21,13,Circuit Breaker,14,1,-11.31303193,1,0,0,18.76957494,2,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,No. I know many all staff back to office liao... Anyway community case is zero. Nth wrong liao.,21/2/21,18,Circuit Breaker,18,1,-11.70852833,2,0,0,13.0804743,2,0,0
Is the 50% staff WFH strictly enforced?,21/2/21 13:10,"Moi orpit only 10% come back. Monday, Friday is almost 0%.",21/2/21,9,Circuit Breaker,11,1,-12.10632099,3,0,0,36.84829056,4,0,0
"Now think back, do you feel a sense of anxiety and creeps during CB period last yr?",20/2/21 15:52,"Yes it's peaceful but at times like a sense of atmosphere in the air whereby you don't know when this sai will drop on you, like doomsday kind of feeling? Worse is that period finally PAP allow exercise already then suddenly got jogger tio ambushed at punggol",20/2/21,45,Circuit Breaker,47,2,-12.0710805,7,4,1,7.467550656,1,0,0
"Now think back, do you feel a sense of anxiety and creeps during CB period last yr?",20/2/21 15:52,"starry_starry_night wrote: Yes it's peaceful but at times like a sense of atmosphere in the air whereby you don't know when this sai will drop on you, like doomsday kind of feeling? Worse is that period finally PAP allow exercise already then suddenly got jogger tio ambushed at punggol what the heck u r trying to say sibey chim",20/2/21,56,Circuit Breaker,59,3,-12.68520139,10,4,1,5.317107745,1,0,0
"Now think back, do you feel a sense of anxiety and creeps during CB period last yr?",20/2/21 15:52,huai gotch sense of anxiety and creeps?? moi was sho damn heypi can hikkikomori at home... jinz shiokz memory... hope gotch ccb v2.0...,20/2/21,22,Circuit Breaker,24,1,-16.64825855,2,1,0,8.132438565,1,0,0
"Now think back, do you feel a sense of anxiety and creeps during CB period last yr?",20/2/21 15:52,No. I actually enjoy the CB. Much quieter and not so stress seeing so many people,20/2/21,16,Circuit Breaker,16,1,-10.56749143,2,1,0,35.67576962,4,0,0
"Now think back, do you feel a sense of anxiety and creeps during CB period last yr?",20/2/21 15:52,No kinda looking forward to it,20/2/21,6,Circuit Breaker,6,0,-10.43948769,1,0,0,106.4913813,4,0,0
When will WFH end ah?,19/2/21 11:09,You all think this year?,18/2/21,5,Circuit Breaker,5,0,-8.935445589,1,0,0,106.4913813,4,0,0
When will WFH end ah?,19/2/21 11:09,It will end when we retire.,18/2/21,6,Circuit Breaker,6,0,-9.934319121,2,1,1,408.4470075,4,0,0
When will WFH end ah?,19/2/21 11:09,I suspect end of the year,18/2/21,6,Circuit Breaker,6,0,-8.177351599,1,0,0,56.27175551,4,0,0
When will WFH end ah?,19/2/21 11:09,"Sian kena stuck at home for so long, unlikely to go back opi this year liao.",18/2/21,16,Circuit Breaker,16,1,-13.18938444,2,0,0,26.36209918,3,0,0
When will WFH end ah?,19/2/21 11:09,it will become the norm companies will be more flexible going forward Sent from Samsung SM-G975F using GAGT,18/2/21,17,Circuit Breaker,18,1,-12.5667417,4,0,0,26.8352074,3,0,0
When will WFH end ah?,19/2/21 11:09,"default wrote: You all think this year? won't b back to full 100% bck in office as per pre-covid currently on WFH for 4 out of 5 days a week saw some plan by bosses contemplating to cut it to 3 out of 5 days a week to WFH -> to me, i am very much ok with the current WFH. things still can be done. going bck to office to do work is just out of sync",18/2/21,70,Circuit Breaker,78,3,-11.11810109,13,1,3,5.471196961,1,0,1
When will WFH end ah?,19/2/21 11:09,You see ah now is February and going into March soon... I doubt before June 2021 we are all going back to office. So I think WFH is gonna last at least till we all get vaccinated. Honestly im quite happy with WFH,18/2/21,42,Circuit Breaker,43,2,-11.36388971,12,1,3,13.0804743,2,0,1
When will WFH end ah?,19/2/21 11:09,"im not keen also, but in the long run even after covid say next yr, does this mean office space and rental yield will go down? will this become the new normal like WFH 2 or 3 days per week? or do you all think 5 yrs down the road we will be back to 5 days in office?",18/2/21,55,Circuit Breaker,59,3,-10.81384397,8,6,2,6.766534439,1,0,0
When will WFH end ah?,19/2/21 11:09,tbh should cut down on office. lesser rental also. 1 week at most need go back few days for meeting,18/2/21,19,Circuit Breaker,20,1,-10.66873983,3,0,0,16.87838266,2,1,0
When will WFH end ah?,19/2/21 11:09,"default wrote: im not keen also, but in the long run even after covid say next yr, does this mean office space and rental yield will go down? will this become the new normal like WFH 2 or 3 days per week? or do you all think 5 yrs down the road we will be back to 5 days in office? don't think it will even be 5 yrs down the road",18/2/21,66,Circuit Breaker,72,3,-10.77085721,11,6,2,5.991399136,1,0,1
When will WFH end ah?,19/2/21 11:09,"My coy started 2 out of 5 work in office around 1 year ago..nowadays i head in maybe 1/2 day for whole week to run some stuff which i cannat do from home.. HQ policy is even if vaccinated, continue wfh unless need to do stuff in office..",18/2/21,45,Circuit Breaker,50,2,-11.59905192,9,2,1,5.822021579,1,0,1
When will WFH end ah?,19/2/21 11:09,"KnobKnob wrote: it will become the norm companies will be more flexible going forward Sent from Samsung SM-G975F using GAGT not for SME, go toilet also must scrutinize",18/2/21,27,Circuit Breaker,28,2,-13.16474369,7,1,0,14.10040367,2,0,0
When will WFH end ah?,19/2/21 11:09,I know a company already reduced workspace rental and put majority on WFH.   So it\x92s likely perm for them..,18/2/21,19,Circuit Breaker,20,1,-12.10665895,4,1,0,26.8352074,3,0,0
When will WFH end ah?,19/2/21 11:09,Please dont ask me to go back. At home so shiokz liao,18/2/21,12,Circuit Breaker,12,1,-12.59750176,2,0,1,26.36209918,3,0,0
When will WFH end ah?,19/2/21 11:09,when do you think they will stop the wfh ah? i also think EOY,19/2/21,14,Circuit Breaker,14,1,-11.70967041,4,1,1,26.8352074,3,0,0
When will WFH end ah?,19/2/21 11:09,envy those ppl wfh all the way... somemore coy earn more money...,19/2/21,12,Circuit Breaker,12,1,-13.96628303,2,0,0,36.84829056,4,0,0
When will WFH end ah?,19/2/21 11:09,Thought some minister say WFH is now the new normal.  Maybe it will end once our population achieves the targeted % vaccination.,19/2/21,21,Circuit Breaker,21,1,-11.55421185,4,0,1,20.5002706,3,0,0
When will WFH end ah?,19/2/21 11:09,"Frankly, I hope it never ends. This diversification is good on so many levels - offices no longer need to rent large spaces that are wasted so running costs go down, some jobs can be done via telecommute some days, and transportation systems are not overtaxed for nothing. Some businesses have realised that it's not important to keep people in the office for nothing for certain job scopes. Also, like it or not, it has improved work-life balance for many, although there are some workaholics who are emotionally and mentally away from their families while physically at home.",19/2/21,95,Circuit Breaker,98,3,-11.22664848,20,5,1,3.672003804,0,0,1
When will WFH end ah?,19/2/21 11:09,Wfh please remain the new normal.....,19/2/21,6,Circuit Breaker,6,0,-12.30371885,1,0,0,56.27175551,4,0,0
When will WFH end ah?,19/2/21 11:09,It has been increasingly normal to wfh now and I hope it is here to stay.,19/2/21,16,Circuit Breaker,16,1,-9.937299857,6,1,1,408.4470075,4,0,0
